epoch,step,train_loss_epoch
0,0,5124.93798828125
1,1,2578.151123046875
2,2,1376.7049560546875
3,3,1601.0557861328125
4,4,1248.014404296875
5,5,1266.2542724609375
6,6,966.6828002929688
7,7,895.73583984375
8,8,1269.7242431640625
9,9,922.9072265625
