open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-03-06 08:00:00,404.20000000,404.20000000,397.10000000,398.50000000,4470.02600000,1741251599999,1789510.71830000,363,2730.14000000,1092584.16810000,0
2025-03-06 09:00:00,398.30000000,399.10000000,391.30000000,394.30000000,4798.08100000,1741255199999,1895972.34990000,400,3003.30900000,1187334.17470000,0
2025-03-06 10:00:00,394.30000000,401.60000000,394.30000000,399.40000000,3914.20200000,1741258799999,1556098.22750000,325,2792.45800000,1109328.21820000,0
2025-03-06 11:00:00,399.30000000,399.80000000,394.60000000,395.70000000,2896.74800000,1741262399999,1149590.76890000,229,2015.23600000,799537.86990000,0
2025-03-06 12:00:00,395.70000000,396.80000000,393.60000000,393.90000000,3988.72500000,1741265999999,1575563.12320000,319,2402.90000000,949203.86850000,0
2025-03-06 13:00:00,393.70000000,393.80000000,389.90000000,390.30000000,3772.97500000,1741269599999,1479479.30690000,293,2470.00200000,968442.33430000,0
2025-03-06 14:00:00,390.40000000,392.40000000,386.10000000,388.20000000,5809.22800000,1741273199999,2262461.15430000,494,3527.74400000,1373469.68200000,0
2025-03-06 15:00:00,388.00000000,395.90000000,388.00000000,391.80000000,5562.01500000,1741276799999,2184054.22810000,462,3914.18300000,1536770.70810000,0
2025-03-06 16:00:00,392.00000000,394.40000000,390.50000000,390.70000000,3838.17800000,1741280399999,1506609.62650000,301,2408.15200000,945269.69360000,0
2025-03-06 17:00:00,390.50000000,390.60000000,384.00000000,388.50000000,4677.34200000,1741283999999,1812855.01170000,378,3444.35000000,1334865.31510000,0
2025-03-06 18:00:00,388.00000000,389.60000000,386.90000000,389.60000000,3304.24600000,1741287599999,1283288.40180000,261,2306.15700000,895559.31780000,0
2025-03-06 19:00:00,389.80000000,394.70000000,388.70000000,390.30000000,3248.15400000,1741291199999,1270651.96950000,267,2256.35700000,882468.72220000,0
2025-03-06 20:00:00,390.30000000,393.60000000,390.20000000,393.20000000,3262.72800000,1741294799999,1279156.45600000,252,2290.61800000,897874.95870000,0
2025-03-06 21:00:00,393.30000000,398.10000000,393.20000000,397.60000000,3233.95000000,1741298399999,1278498.04740000,263,2465.04800000,974457.22240000,0
2025-03-06 22:00:00,397.50000000,401.90000000,394.70000000,395.40000000,4320.58100000,1741301999999,1719540.79600000,369,2587.52000000,1029903.29000000,0
2025-03-06 23:00:00,395.50000000,396.80000000,394.30000000,394.80000000,2367.41600000,1741305599999,936162.70570000,188,1710.07100000,676226.77900000,0
2025-03-07 00:00:00,394.90000000,399.30000000,384.60000000,385.60000000,6758.74900000,1741309199999,2637675.47590000,572,4173.78700000,1628431.18720000,0
2025-03-07 01:00:00,385.70000000,407.10000000,385.50000000,407.10000000,6903.25800000,1741312799999,2734155.33310000,577,5725.16100000,2265710.97160000,0
2025-03-07 02:00:00,407.30000000,407.40000000,400.90000000,404.10000000,6506.23000000,1741316399999,2624982.24650000,547,4362.14400000,1758835.93800000,0
2025-03-07 03:00:00,403.50000000,409.70000000,388.20000000,391.10000000,6712.40000000,1741319999999,2694696.20310000,584,3906.23300000,1567384.27690000,0
2025-03-07 04:00:00,391.00000000,397.60000000,391.00000000,392.00000000,4398.05600000,1741323599999,1735583.66950000,366,3347.76600000,1321043.88100000,0
2025-03-07 05:00:00,391.50000000,399.40000000,391.20000000,397.40000000,4441.55800000,1741327199999,1758596.99450000,357,3507.26400000,1388126.86700000,0
2025-03-07 06:00:00,397.50000000,402.20000000,397.40000000,401.60000000,4305.05100000,1741330799999,1722182.14300000,335,3153.27100000,1261136.40050000,0
2025-03-07 07:00:00,401.40000000,408.30000000,400.80000000,404.20000000,4968.89800000,1741334399999,2012133.58120000,417,3480.72100000,1409444.41580000,0
2025-03-07 08:00:00,404.20000000,404.20000000,398.10000000,399.50000000,4128.05100000,1741337999999,1652716.62030000,347,2579.66100000,1032356.98620000,0
2025-03-07 09:00:00,399.00000000,401.40000000,395.20000000,399.90000000,5143.18900000,1741341599999,2049397.51910000,420,3794.00500000,1511548.20880000,0
2025-03-07 10:00:00,399.80000000,402.50000000,398.70000000,401.30000000,3088.00900000,1741345199999,1237713.97930000,256,2158.48900000,865147.22860000,0
2025-03-07 11:00:00,401.50000000,401.60000000,398.70000000,398.90000000,3099.97200000,1741348799999,1240456.33700000,270,1912.26500000,765244.18200000,0
2025-03-07 12:00:00,399.00000000,403.80000000,397.90000000,398.70000000,3186.69900000,1741352399999,1273764.67610000,304,2182.91100000,872765.81820000,0
2025-03-07 13:00:00,398.70000000,399.80000000,392.60000000,392.60000000,5374.15500000,1741355999999,2128750.04900000,482,2998.29700000,1187250.91180000,0
2025-03-07 14:00:00,392.60000000,398.20000000,389.40000000,395.00000000,5256.38400000,1741359599999,2066803.71400000,463,3463.37600000,1361816.78660000,0
2025-03-07 15:00:00,395.00000000,395.40000000,387.70000000,390.70000000,4875.40900000,1741363199999,1909944.82900000,427,3105.48300000,1216071.69190000,0
2025-03-07 16:00:00,390.60000000,391.50000000,383.80000000,384.40000000,5273.64800000,1741366799999,2047850.79730000,458,3036.30200000,1178841.83990000,0
2025-03-07 17:00:00,384.50000000,393.30000000,383.50000000,390.60000000,4504.46400000,1741370399999,1743032.18720000,386,3596.51300000,1391402.46150000,0
2025-03-07 18:00:00,390.50000000,395.70000000,389.80000000,395.00000000,4211.83900000,1741373999999,1655839.53970000,344,3073.33200000,1208239.65440000,0
2025-03-07 19:00:00,395.10000000,398.30000000,393.70000000,395.80000000,4009.88400000,1741377599999,1589047.94850000,328,2581.36700000,1023064.39710000,0
2025-03-07 20:00:00,395.70000000,400.20000000,394.20000000,395.60000000,4843.08100000,1741381199999,1924273.10740000,403,3316.77900000,1317719.51000000,0
2025-03-07 21:00:00,394.80000000,396.20000000,388.00000000,389.30000000,5746.81800000,1741384799999,2256590.70010000,489,3208.39200000,1260219.69160000,0
2025-03-07 22:00:00,388.80000000,393.90000000,388.70000000,393.70000000,3670.87400000,1741388399999,1436850.10010000,294,2885.73600000,1129422.37190000,0
2025-03-07 23:00:00,393.80000000,393.90000000,387.90000000,388.70000000,3824.10800000,1741391999999,1494826.45910000,309,2226.12900000,870111.87000000,0
2025-03-08 00:00:00,388.70000000,393.30000000,386.60000000,393.30000000,4410.69400000,1741395599999,1718550.50200000,348,2946.62900000,1148426.06950000,0
2025-03-08 01:00:00,393.30000000,393.40000000,379.40000000,384.50000000,4606.77700000,1741399199999,1778844.19030000,374,2609.27700000,1005180.65620000,0
2025-03-08 02:00:00,384.50000000,385.10000000,377.80000000,381.30000000,3716.73100000,1741402799999,1418808.74380000,282,2400.91200000,915796.35560000,0
2025-03-08 03:00:00,381.30000000,382.90000000,379.70000000,382.10000000,2386.52700000,1741406399999,910534.03140000,175,1535.21100000,585754.52770000,0
