open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-03-05 13:00:00,2208.22000000,2208.22000000,2194.47000000,2205.63000000,1384.84580000,1741183199999,3050045.19499100,975,878.96300000,1936008.48954800,0
2025-03-05 14:00:00,2205.42000000,2205.43000000,2169.68000000,2170.61000000,4372.75080000,1741186799999,9581358.57798500,3206,2894.83780000,6342837.43223100,0
2025-03-05 15:00:00,2169.98000000,2203.11000000,2169.19000000,2186.08000000,4285.49170000,1741190399999,9368075.69041700,3155,3038.24100000,6640935.64618500,0
2025-03-05 16:00:00,2186.08000000,2192.61000000,2163.00000000,2190.25000000,4862.45580000,1741193999999,10579840.19136900,3505,3476.28350000,7558945.16059500,0
2025-03-05 17:00:00,2190.25000000,2217.99000000,2186.69000000,2194.20000000,4368.92200000,1741197599999,9609027.75271700,3286,3202.94170000,7044190.19951900,0
2025-03-05 18:00:00,2194.20000000,2207.32000000,2178.03000000,2204.84000000,4918.39570000,1741201199999,10782128.05876500,3969,3471.94590000,7611931.45904200,0
2025-03-05 19:00:00,2205.95000000,2225.00000000,2175.25000000,2219.00000000,4927.40900000,1741204799999,10909003.44637600,4275,3449.66000000,7637625.57302800,0
2025-03-05 20:00:00,2219.10000000,2236.75000000,2216.50000000,2229.85000000,4891.13530000,1741208399999,10881498.60491600,3924,3641.19060000,8100308.44963300,0
2025-03-05 21:00:00,2229.65000000,2242.32000000,2221.79000000,2235.45000000,4802.28990000,1741211999999,10704327.36757300,4031,3196.51230000,7123963.63784800,0
2025-03-05 22:00:00,2235.31000000,2241.45000000,2227.18000000,2238.81000000,3679.54390000,1741215599999,8214927.18892800,3458,2495.64370000,5571123.37330600,0
2025-03-05 23:00:00,2238.81000000,2248.83000000,2230.65000000,2241.49000000,4261.76480000,1741219199999,9541079.18897200,3904,3020.27810000,6761811.14010200,0
2025-03-06 00:00:00,2241.51000000,2262.94000000,2236.41000000,2238.56000000,4973.45550000,1741222799999,11164128.55232700,4215,3057.15690000,6863065.75162000,0
2025-03-06 01:00:00,2238.56000000,2284.43000000,2235.03000000,2262.76000000,4310.41390000,1741226399999,9696092.09138000,4392,2957.83710000,6647768.07232500,0
2025-03-06 02:00:00,2262.61000000,2290.22000000,2262.61000000,2285.61000000,4352.84660000,1741229999999,9894886.54076700,4556,3213.24640000,7302611.24914500,0
2025-03-06 03:00:00,2285.48000000,2429.17000000,2276.11000000,2289.49000000,4938.48180000,1741233599999,11277423.52099700,5556,3354.46460000,7661649.90760600,0
2025-03-06 04:00:00,2289.48000000,2304.10000000,2277.29000000,2299.40000000,4737.79270000,1741237199999,10835769.28015200,5671,3267.31210000,7472555.91367900,0
2025-03-06 05:00:00,2299.44000000,2319.34000000,2293.60000000,2316.27000000,4898.96630000,1741240799999,11302549.93651800,5657,3377.82950000,7790201.11107500,0
