open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-03-05 13:00:00,94136.68000000,103373.39000000,21250.00000000,89473.20000000,42.81861000,1741183199999,3831948.15187730,1084,25.60707000,2292204.30770860,0
2025-03-05 14:00:00,89473.99000000,89767.99000000,85000.00000000,88483.74000000,126.62511000,1741186799999,11314486.75180720,2818,80.75343000,7216553.52820550,0
2025-03-05 15:00:00,88483.74000000,109500.00000000,21250.00000000,88335.02000000,141.96367000,1741190399999,12585368.30928930,4089,94.95488000,8423294.23973540,0
2025-03-05 16:00:00,88335.02000000,88981.48000000,21250.00000000,88964.59000000,145.08918000,1741193999999,12773398.60172180,3388,100.53211000,8851857.16807660,0
2025-03-05 17:00:00,88964.59000000,116320.00000000,88822.19000000,89669.96000000,140.57310000,1741197599999,12596451.78449590,3251,98.30713000,8808481.25201750,0
2025-03-05 18:00:00,89669.96000000,89917.72000000,21250.00000000,89737.75000000,132.84044000,1741201199999,11850374.62190040,3309,89.89439000,8031098.84119920,0
2025-03-05 19:00:00,89737.78000000,107389.30000000,18141.10000000,89809.28000000,166.03593000,1741204799999,14787727.16416690,3747,105.31859000,9461585.33990730,0
2025-03-05 20:00:00,89808.15000000,90477.98000000,18780.40000000,90330.69000000,144.13505000,1741208399999,12961626.96092910,3294,97.18162000,8756707.19408130,0
2025-03-05 21:00:00,90330.01000000,90519.13000000,89953.15000000,90374.03000000,136.60412000,1741211999999,12323634.86591510,3038,86.38475000,7792662.84476370,0
2025-03-05 22:00:00,90383.51000000,90489.89000000,18789.40000000,90461.48000000,104.55885000,1741215599999,9370605.78425580,2344,69.97521000,6305908.10379460,0
2025-03-05 23:00:00,90461.48000000,95160.50000000,18693.40000000,90607.38000000,148.32158000,1741219199999,13139160.54942330,3260,91.12699000,8254387.17247590,0
2025-03-06 00:00:00,90606.00000000,90789.89000000,89989.79000000,90079.27000000,134.77262000,1741222799999,12176539.71995920,3030,80.95660000,7313999.29224870,0
2025-03-06 01:00:00,90079.27000000,91778.61000000,18675.00000000,91055.35000000,121.77103000,1741226399999,10979218.68143840,2913,81.17861000,7336895.89045440,0
2025-03-06 02:00:00,91056.00000000,91995.42000000,91040.00000000,91826.99000000,122.16195000,1741229999999,11168886.75512280,3033,85.71885000,7836017.70176080,0
2025-03-06 03:00:00,91826.99000000,92629.52000000,18621.20000000,91592.81000000,145.38205000,1741233599999,13241747.49981760,3893,98.30670000,9007086.23955980,0
2025-03-06 04:00:00,91592.79000000,92446.33000000,91527.37000000,92273.84000000,124.71093000,1741237199999,11457152.30009340,3644,89.61115000,8230680.33995340,0
2025-03-06 05:00:00,92273.84000000,92804.49000000,92124.05000000,92780.02000000,130.20008000,1741240799999,12035048.09920630,3790,83.90768000,7755843.18448540,0
2025-03-06 06:00:00,92779.88000000,92779.88000000,18924.80000000,18924.80000000,133.99244000,1741244399999,12249589.31559240,4415,81.05521000,7466115.26509400,0
2025-03-06 07:00:00,91914.76000000,91992.45000000,18657.30000000,91330.16000000,121.60303000,1741247999999,11025527.60357390,3977,69.38179000,6346846.17070640,0
2025-03-06 08:00:00,91330.15000000,91560.00000000,91188.14000000,91234.18000000,130.51419000,1741251599999,11927404.28245100,7108,90.19616000,8242217.54503860,0
2025-03-06 09:00:00,91234.18000000,91234.78000000,90629.62000000,90752.13000000,132.42725000,1741255199999,12031783.77725250,7114,82.50188000,7494456.27907440,0
2025-03-06 10:00:00,90752.13000000,94045.20000000,38445.00000000,91290.88000000,149.61369000,1741258799999,13633311.04429840,8940,98.00370000,8941938.55469210,0
2025-03-06 11:00:00,91290.88000000,91482.39000000,90979.50000000,91346.12000000,138.73441000,1741262399999,12667078.57270910,7771,86.31149000,7880050.17650990,0
2025-03-06 12:00:00,91350.00000000,91373.99000000,89880.20000000,90139.99000000,136.86751000,1741265999999,12404875.86029680,6824,83.58922000,7571026.43158880,0
2025-03-06 13:00:00,90139.09000000,94966.40000000,18678.80000000,89690.18000000,169.12291000,1741269599999,15131785.18405600,6776,101.26302000,9133693.43458630,0
2025-03-06 14:00:00,89686.36000000,90182.00000000,89239.49000000,89797.70000000,168.41619000,1741273199999,15108629.32314510,5467,109.79576000,9850485.99967620,0
2025-03-06 15:00:00,89797.70000000,92722.64000000,89668.57000000,90832.02000000,154.92836000,1741276799999,14068717.11515450,5706,100.44082000,9116525.47768980,0
2025-03-06 16:00:00,90827.65000000,91064.83000000,18866.00000000,89387.00000000,154.90641000,1741280399999,14004148.94946170,5398,94.18442000,8518993.68420900,0
2025-03-06 17:00:00,89352.01000000,89352.01000000,18822.20000000,88444.94000000,154.09243000,1741283999999,13616420.95105980,5704,98.12942000,8692070.58906680,0
2025-03-06 18:00:00,88444.94000000,88950.00000000,18822.20000000,88405.24000000,154.96589000,1741287599999,13713614.67137350,5434,96.31018000,8529717.14678480,0
2025-03-06 19:00:00,88405.00000000,90324.49000000,18729.00000000,88603.00000000,166.95223000,1741291199999,14516731.65680340,5239,101.77202000,8994853.76915950,0
2025-03-06 20:00:00,88603.00000000,89304.88000000,88442.56000000,89166.97000000,177.47912000,1741294799999,15797527.68749620,5448,115.73038000,10300670.61221730,0
2025-03-06 21:00:00,89166.97000000,89792.30000000,87838.60000000,89533.53000000,145.50351000,1741298399999,12999541.91865260,4667,92.77839000,8288607.24520940,0
2025-03-06 22:00:00,89533.53000000,90750.01000000,87838.60000000,90375.18000000,158.87101000,1741301999999,14327809.55638380,5578,101.30545000,9138764.17463910,0
2025-03-06 23:00:00,90375.18000000,94966.40000000,18845.20000000,89931.89000000,153.88490000,1741305599999,13876751.55942180,5513,97.61917000,8813932.77189260,0
2025-03-07 00:00:00,89931.88000000,92321.00000000,18845.20000000,85541.05000000,143.47805000,1741309199999,12555571.29914200,6433,87.33227000,7637540.13880630,0
2025-03-07 01:00:00,85541.05000000,88581.92000000,18845.20000000,88191.24000000,154.60527000,1741312799999,13459308.33194740,6413,99.27071000,8647952.72548870,0
2025-03-07 02:00:00,88191.24000000,88263.11000000,87284.64000000,87349.27000000,163.34485000,1741316399999,14340629.90952510,6174,99.54677000,8738807.18229380,0
2025-03-07 03:00:00,87349.27000000,87661.75000000,86827.58000000,86944.99000000,169.42929000,1741319999999,14788193.63977150,5923,106.74817000,9316614.27257930,0
2025-03-07 04:00:00,86944.99000000,87924.67000000,86684.75000000,87718.10000000,162.08081000,1741323599999,14166946.98945360,5481,106.13480000,9275451.64479870,0
2025-03-07 05:00:00,87718.09000000,95277.20000000,87040.09000000,88206.34000000,154.61560000,1741327199999,13617090.96826690,6061,104.42267000,9195531.02580990,0
2025-03-07 06:00:00,88206.34000000,88333.33000000,87854.71000000,88179.32000000,140.23892000,1741330799999,12353068.19575910,4959,87.97208000,7748229.24784080,0
